Title,Abstract,Category,Cleaned_Title,Cleaned_Abstract
Design of Image Processing System Based on DSP Core,"In recent years, with the development of digital technology, digital image processing has been widely and deeply applied in the field of computer graphics. Digital image processing system is a complex real-time system, it from the camera, fax machine and other scanning equipment to obtain image information, after digital transformation, digital image information coding, filtering, enhancement, recovery, compression, storage and other processing, finally generate visual image. This design uses TMS320C6748 as the core processor of the system, SAA7113 as the video decoding chip of the system, CPLD as the sampling controller, DDR2 chip as the external expansion memory. The ROM expansion uses NAND flash memory chip. On the basis of hardware design, combined with software algorithm to complete image processing. The system can be used in information communication, image recognition, news scene and other fields of image processing and transmission. This paper analyzes the hardware structure and data processing algorithm of the system in detail. The experimental results show that the system can not only obtain higher compression ratio, but also reduce the distortion of the reconstructed image. The image processing system has certain practicability.",Image Processing,design imag process system base dsp core,recent year develop digit technolog digit imag process wide deepli appli field comput graphic digit imag process system complex realtim system camera fax machin scan equip obtain imag inform digit transform digit imag inform code filter enhanc recoveri compress storag process final gener visual imag design use tms320c6748 core processor system saa7113 video decod chip system cpld sampl control ddr2 chip extern expans memori rom expans use nand flash memori chip basi hardwar design combin softwar algorithm complet imag process system use inform commun imag recognit news scene field imag process transmiss paper analyz hardwar structur data process algorithm system detail experiment result show system obtain higher compress ratio also reduc distort reconstruct imag imag process system certain practic
Research on Applications of Image Processing Technologies in Interior Design Information System,"Due to the limitations of software technology and weak image processing technology, traditional interior design has limited scene reproduction ability and supports a small range of scenes. Therefore, this article proposes an interior design system based on image processing and virtual reality technology. The system hardware consists of an image processing module, a virtual simulation module, and a database support module, mainly responsible for processing image information. The system software mainly consists of program loading module, data storage and reading/writing module, bus transmission module, etc. After testing, the system's denoised image is smooth and clear, with obvious edge segmentation. After image rendering, the reflection and light effects are good, and the image processing time is short, which has a good indoor design effect.",Image Processing,research applic imag process technolog interior design inform system,due limit softwar technolog weak imag process technolog tradit interior design limit scene reproduct abil support small rang scene therefor articl propos interior design system base imag process virtual realiti technolog system hardwar consist imag process modul virtual simul modul databas support modul mainli respons process imag inform system softwar mainli consist program load modul data storag readingwrit modul bu transmiss modul etc test system denois imag smooth clear obviou edg segment imag render reflect light effect good imag process time short good indoor design effect
Analysis of Computer Image Processing Technology based on Intelligent Optimization Algorithm,"With the continuous development of computer technology, computer image processing technology has become an indispensable part of modern society. Computer image processing technology mainly includes image acquisition, image enhancement, image compression, image recognition and so on. In this process, intelligent optimization algorithm plays a very important role. This paper will introduce the application of intelligent optimization algorithm in computer image processing technology in detail.",Image Processing,analysi comput imag process technolog base intellig optim algorithm,continu develop comput technolog comput imag process technolog becom indispens part modern societi comput imag process technolog mainli includ imag acquisit imag enhanc imag compress imag recognit process intellig optim algorithm play import role paper introduc applic intellig optim algorithm comput imag process technolog detail
OpenCV Implementation of Image Processing Optimization Architecture of Deep Learning Algorithm based on Big Data Processing Technology,"Through the in-depth analysis of artificial neural network algorithm technology, particle swarm algorithm technology, and image matching algorithm, the article briefly analyzes the theoretical principle of the algorithm, analyzes the characteristics of the algorithm, and analyzes the application of the algorithm in image processing optimization technology. Using the iterative process of neurons to process image data, after dimensionality reduction, reduction, and white point removal, the optimization of image processing is increased by 7.5%. Using deep learning algorithms to optimize the processing of the drawbacks and difficulties of big data, build an image optimization architecture framework and OpenCV modeling, the results showthat image noise is reduced by 12%.",Image Processing,opencv implement imag process optim architectur deep learn algorithm base big data process technolog,indepth analysi artifici neural network algorithm technolog particl swarm algorithm technolog imag match algorithm articl briefli analyz theoret principl algorithm analyz characterist algorithm analyz applic algorithm imag process optim technolog use iter process neuron process imag data dimension reduct reduct white point remov optim imag process increas 75 use deep learn algorithm optim process drawback difficulti big data build imag optim architectur framework opencv model result showthat imag nois reduc 12
Design of an Access Control System for Unmanned Bathroom Based on Image Processing Technology,"In order to improve the efficiency and intelligence of the access control management system, this paper uses image processing technology to identify the ID card number, and uses the gender results after identification as the basis for identifying the switch of the male and female bathroom access control system, and compares the membership information in the database with the chip information in the second-generation ID card and the image recognition information to verify the authenticity of the ID card. Therefore, an intelligent bathroom access control system based on image processing technology is developed. The system is mainly composed of image acquisition and reading module, image processing module, magnetic card induction module, signal processing module and signal execution module. The image processing module is based on image processing technology, and uses the powerful mathematical processing ability of MATLAB to complete a series of image processing processes such as eigenvalue data extraction. Identify whether it is a registered member by comparing with the data in the database. The signal processing module is based on server processing technology to realize unmanned automatic door opening.",Image Processing,design access control system unman bathroom base imag process technolog,order improv effici intellig access control manag system paper use imag process technolog identifi id card number use gender result identif basi identifi switch male femal bathroom access control system compar membership inform databas chip inform secondgener id card imag recognit inform verifi authent id card therefor intellig bathroom access control system base imag process technolog develop system mainli compos imag acquisit read modul imag process modul magnet card induct modul signal process modul signal execut modul imag process modul base imag process technolog use power mathemat process abil matlab complet seri imag process process eigenvalu data extract identifi whether regist member compar data databas signal process modul base server process technolog realiz unman automat door open
Application of image processing technology in gas pipeline inner wall damage detection,"In order to detect the damage of gas pipeline, this paper uses image processing technology as a research tool, and proposes an image processing system for pipeline damage detection. Because the environment of the gas pipeline may be dark, humid, even sand and other complex environmental factors, as well as the noise generated by the electronic devices themselves, resulting in the quality of the image transmitted from the front end is greatly reduced, so this paper first uses image processing technology to denoise the image. In order to distinguish the damaged and intact inner wall of the pipeline and facilitate the measurement of the target area, the image segmentation processing is also needed for the image. The purpose is to provide high-quality and easy to process images for the follow-up work. Finally, the image features of gas pipeline inner wall damage can be extracted to complete the image processing.",Image Processing,applic imag process technolog ga pipelin inner wall damag detect,order detect damag ga pipelin paper use imag process technolog research tool propos imag process system pipelin damag detect environ ga pipelin may dark humid even sand complex environment factor well nois gener electron devic result qualiti imag transmit front end greatli reduc paper first use imag process technolog denois imag order distinguish damag intact inner wall pipelin facilit measur target area imag segment process also need imag purpos provid highqual easi process imag followup work final imag featur ga pipelin inner wall damag extract complet imag process
An Image Depth Processing Method Based On Parallel Computing and Multi-GPU,"An image depth processing method based on CPU+GPU hybrid heterogeneous programming and Multi-GPU parallel computing is proposed in this paper. With the gradual increase of the image data, image processing algorithms have higher and higher requirements for GPU and CPU. Firstly, this paper introduces the heterogeneous programming system of the combination of CPU and GPU clusters and the technical points of CUDA. Secondly, the technical points based on Multi-GPU parallel computing image depth processing algorithm is introduced. Finally, the effectiveness of this algorithm is verified through experimental simulation.",Image Processing,imag depth process method base parallel comput multigpu,imag depth process method base cpugpu hybrid heterogen program multigpu parallel comput propos paper gradual increas imag data imag process algorithm higher higher requir gpu cpu firstli paper introduc heterogen program system combin cpu gpu cluster technic point cuda secondli technic point base multigpu parallel comput imag depth process algorithm introduc final effect algorithm verifi experiment simul
Quantum Techniques for Image Processing,"Quantum computing is revolutionizing every field of knowledge. With advent of affordable quantum computing almost possible the importance and relevance of quantum computing for all the recent research trends cannot be overemphasized. We have already witnessed quantum analogues of most celebrated classical algorithms starting from Shor’s algorithm for integer factorization, Grover’s search algorithms for unstructured database. Quantum Image Processing is an emerging field borne by applying quantum computing techniques to the Image Processing problems. This paper attempts to summarize and review the state of development in the field of Quantum Image Processing. All major quantum computing platforms have been presented, At the end a discussion on the current trends and future possibilities is presented.",Image Processing,quantum techniqu imag process,quantum comput revolution everi field knowledg advent afford quantum comput almost possibl import relev quantum comput recent research trend overemphas alreadi wit quantum analogu celebr classic algorithm start shor algorithm integ factor grover search algorithm unstructur databas quantum imag process emerg field born appli quantum comput techniqu imag process problem paper attempt summar review state develop field quantum imag process major quantum comput platform present end discuss current trend futur possibl present
"Determining Image Deblur, Detecting Faces, and Enhancing Appearance Using Image Processing Techniques","This paper explores the utilization of MATLAB for digital signal processing (DSP) techniques in image processing tasks, focusing on image deblurring, face detection, and facial feature enhancement. Blind deconvolution methods are employed to address image blurriness, while face detection is facilitated using cascaded object detectors. Enhancements to detected facial features involve histogram equalization, smoothing filters, skin tone adjustment, and contrast enhancement techniques, followed by seamless integration using resizing methods. MATLAB serves as a robust platform for implementing and analyzing DSP algorithms, providing insights into practical solutions for common challenges in digital image processing.",Image Processing,determin imag deblur detect face enhanc appear use imag process techniqu,paper explor util matlab digit signal process dsp techniqu imag process task focus imag deblur face detect facial featur enhanc blind deconvolut method employ address imag blurri face detect facilit use cascad object detector enhanc detect facial featur involv histogram equal smooth filter skin tone adjust contrast enhanc techniqu follow seamless integr use resiz method matlab serv robust platform implement analyz dsp algorithm provid insight practic solut common challeng digit imag process
Evaluation of NVIDIA Xavier NX Platform for Real-Time Image Processing for Fusion Diagnostics,"Real-time image processing is the core component of image plasma diagnostics. Efficient algorithms enable machine protection, contributing to future steady-state operation in nuclear fusion devices. The paper evaluates the applicability of the newest low-power NVIDIA Jetson Xavier NX platform for fusion diagnostics. This embedded NVIDIA Tegra System-on-a-Chip (SoC) integrates a Graphics Processing Unit (GPU) and Central Processing Unit (CPU) on a single chip. General-Purpose computing on Graphics Processing Units (GPGPU) provides high parallelism that is advantageous in image-based calculations. The hardware differences in comparison to the previous NVIDIA Jetson TX2 based on Pascal architecture, including innovations introduced in the Volta architecture for NVIDIA Tegra, are signified. The evaluation is performed on the Wendelstein 7-X (W7-X) stellarator experimental data. Implemented algorithms detect and analyse thermal events in real-time utilising the embedded GPU. Investigated thermal events are strike-lines, overload hotspots, reflections and surface layers. Their detection allows the automated real-time risk evaluation incorporated in the feedback plasma control and interlock systems in the W7-X. The speedup resulting from the upgrade to the Xavier NX platform is presented in the paper, along with techniques pertaining to key hardware differences and programming aspects specific to the NVIDIA Tegra facilitating real-time computing on the low-power embedded device.",Image Processing,evalu nvidia xavier nx platform realtim imag process fusion diagnost,realtim imag process core compon imag plasma diagnost effici algorithm enabl machin protect contribut futur steadyst oper nuclear fusion devic paper evalu applic newest lowpow nvidia jetson xavier nx platform fusion diagnost embed nvidia tegra systemonachip soc integr graphic process unit gpu central process unit cpu singl chip generalpurpos comput graphic process unit gpgpu provid high parallel advantag imagebas calcul hardwar differ comparison previou nvidia jetson tx2 base pascal architectur includ innov introduc volta architectur nvidia tegra signifi evalu perform wendelstein 7x w7x stellar experiment data implement algorithm detect analys thermal event realtim utilis embed gpu investig thermal event strikelin overload hotspot reflect surfac layer detect allow autom realtim risk evalu incorpor feedback plasma control interlock system w7x speedup result upgrad xavier nx platform present paper along techniqu pertain key hardwar differ program aspect specif nvidia tegra facilit realtim comput lowpow embed devic
Fast controling autonomous vehicle based on real time image processing,"In this paper, a method for Autonomous Vehicle is presented based on real time image processing. The system detects the road by sobel edge detection, and it recognizes the obstacles, humans, and traffic lights by heuristic techniques. For this aim, some features are defined based on key points. One important technique is that every frame is divided in some sections which significantly affect time of processing. The system is able to analyze 30 frames per second to get the best decision for controlling the vehicle. The achieved structure is optimized on accuracy and the number of logic cells. The algorithms completely describes in hardware by VHDL, then implemented on DE1-SOC board which uses cyclone V FPGA.",Image Processing,fast control autonom vehicl base real time imag process,paper method autonom vehicl present base real time imag process system detect road sobel edg detect recogn obstacl human traffic light heurist techniqu aim featur defin base key point one import techniqu everi frame divid section significantli affect time process system abl analyz 30 frame per second get best decis control vehicl achiev structur optim accuraci number logic cell algorithm complet describ hardwar vhdl implement de1soc board use cyclon v fpga
Hotspot Detection of Solar Photovoltaic System: A Perspective from Image Processing,"Research in solar energy has rapidly grown since its significant and contributes to the advancement in clean renewable energy technology. Effective energy management such as fault detection impacts the early-stage monitoring for the efficiency, reliability, and safety of solar photovoltaic (PV) systems. The formation of a hotspot is one of the issues commonly occurred in a PV system. However, the main limitation of hotspot detection is the difficulty to interpret specific components with erratic temperatures in the thermographic images for attributes in the intelligence detection model. In this study, a review of hotspot detection in solar PV panels using the image processing method is established based on the image processing field. The integration of image processing approach can further assist in developing automated fault detection in solar PV farms for effective preventive monitoring methods. Therefore, several aspects need to be categorized and considered accordingly for achieving accurate prediction. Several ways were discussed, and future research is suggested in this study.",Image Processing,hotspot detect solar photovolta system perspect imag process,research solar energi rapidli grown sinc signific contribut advanc clean renew energi technolog effect energi manag fault detect impact earlystag monitor effici reliabl safeti solar photovolta pv system format hotspot one issu commonli occur pv system howev main limit hotspot detect difficulti interpret specif compon errat temperatur thermograph imag attribut intellig detect model studi review hotspot detect solar pv panel use imag process method establish base imag process field integr imag process approach assist develop autom fault detect solar pv farm effect prevent monitor method therefor sever aspect need categor consid accordingli achiev accur predict sever way discuss futur research suggest studi
Weakly Supervised Estimation of Shadow Confidence Maps in Fetal Ultrasound Imaging,"Detecting acoustic shadows in ultrasound images is important in many clinical and engineering applications. Real-time feedback of acoustic shadows can guide sonographers to a standardized diagnostic viewing plane with minimal artifacts and can provide additional information for other automatic image analysis algorithms. However, automatically detecting shadow regions using learning-based algorithms is challenging because pixel-wise ground truth annotation of acoustic shadows is subjective and time consuming. In this paper, we propose a weakly supervised method for automatic confidence estimation of acoustic shadow regions. Our method is able to generate a dense shadow-focused confidence map. In our method, a shadow-seg module is built to learn general shadow features for shadow segmentation, based on global image-level annotations as well as a small number of coarse pixel-wise shadow annotations. A transfer function is introduced to extend the obtained binary shadow segmentation to a reference confidence map. In addition, a confidence estimation network is proposed to learn the mapping between input images and the reference confidence maps. This network is able to predict shadow confidence maps directly from input images during inference. We use evaluation metrics such as DICE, inter-class correlation, and so on, to verify the effectiveness of our method. Our method is more consistent than human annotation and outperforms the state-of-the-art quantitatively in shadow segmentation and qualitatively in confidence estimation of shadow regions. Furthermore, we demonstrate the applicability of our method by integrating shadow confidence maps into tasks such as ultrasound image classification, multi-view image fusion, and automated biometric measurements.",Image Processing,weakli supervis estim shadow confid map fetal ultrasound imag,detect acoust shadow ultrasound imag import mani clinic engin applic realtim feedback acoust shadow guid sonograph standard diagnost view plane minim artifact provid addit inform automat imag analysi algorithm howev automat detect shadow region use learningbas algorithm challeng pixelwis ground truth annot acoust shadow subject time consum paper propos weakli supervis method automat confid estim acoust shadow region method abl gener dens shadowfocus confid map method shadowseg modul built learn gener shadow featur shadow segment base global imagelevel annot well small number coars pixelwis shadow annot transfer function introduc extend obtain binari shadow segment refer confid map addit confid estim network propos learn map input imag refer confid map network abl predict shadow confid map directli input imag infer use evalu metric dice interclass correl verifi effect method method consist human annot outperform stateoftheart quantit shadow segment qualit confid estim shadow region furthermor demonstr applic method integr shadow confid map task ultrasound imag classif multiview imag fusion autom biometr measur
SAR real-time imaging pipeline technology based on multi-core DSP,"According to the characteristics of SAR imaging, a SAR real-time imaging pipeline technology based on multicore DSP is proposed. The algorithm uses sub-aperture complex image stitching technology for real-time data processing, uses ECS operation to process the range direction of each subaperture data, and uses the Dechirp operation to process the azimuth direction. This technology is based on TI’s multi-core DSP C6678 chip to achieve a pipeline design, and coherently splices the processed sub-aperture image data in the complex image domain to obtain a full-resolution image of the recorded data. The algorithm is optimized for the KeystoneII hardware architecture of the chip to meet the performance requirements of real-time processing of SAR imaging. In this paper, the banding mode of SAR is verified, and the imaging results of the measured data test the effectiveness and real-time performance of the technology.",Image Processing,sar realtim imag pipelin technolog base multicor dsp,accord characterist sar imag sar realtim imag pipelin technolog base multicor dsp propos algorithm use subapertur complex imag stitch technolog realtim data process use ec oper process rang direct subapertur data use dechirp oper process azimuth direct technolog base ti multicor dsp c6678 chip achiev pipelin design coher splice process subapertur imag data complex imag domain obtain fullresolut imag record data algorithm optim keystoneii hardwar architectur chip meet perform requir realtim process sar imag paper band mode sar verifi imag result measur data test effect realtim perform technolog
Modelling and Simulation of Smart Traffic Light System for Emergency Vehicle using Image Processing Techniques,"traffic signal due to the drawbacks of the conventional traffic light system. In the existing traffic light system, a defined timer system is used and it is working based on preset timing. Due to the preset timing, there is no flexibility of ON/OFF in the signal light based on the emergency vehicle and congestion of the vehicle. Sometimes emergency vehicle like an ambulance needs to wait at a traffic signal for a long time and this would lead to a risk to a patient's life. Traffic police must personally identify an ambulance and release the congestion, but this is not possible as there are an enormous number of vehicles present these days. This project aims to providea solution for the issue in the conventional system. The model was designed using an image processing system that reads the image and determines the presence of an emergency vehicle and the density of vehicles in each lane the ON/OFF signal for the particular lane will be given to the traffic light system which helpsto reduce the unnecessary waiting time of vehicles. The system calculates the vehicle's density and to detect the emergency vehicle using image processing to provide the green light signal tothe lane. This project used Open CV and Yolo (you only look once)algorithm in the image processing method to develop the system. The simulation has been done on the proposed smart traffic systemand it identifies that the proposed system is efficient. Multiple times of programming and testing have been done on the proposedsystem to ensure accuracy and for validation.",Image Processing,model simul smart traffic light system emerg vehicl use imag process techniqu,traffic signal due drawback convent traffic light system exist traffic light system defin timer system use work base preset time due preset time flexibl onoff signal light base emerg vehicl congest vehicl sometim emerg vehicl like ambul need wait traffic signal long time would lead risk patient life traffic polic must person identifi ambul releas congest possibl enorm number vehicl present day project aim providea solut issu convent system model design use imag process system read imag determin presenc emerg vehicl densiti vehicl lane onoff signal particular lane given traffic light system helpsto reduc unnecessari wait time vehicl system calcul vehicl densiti detect emerg vehicl use imag process provid green light signal toth lane project use open cv yolo look oncealgorithm imag process method develop system simul done propos smart traffic systemand identifi propos system effici multipl time program test done proposedsystem ensur accuraci valid
Quantitative evaluation of morphological characteristics of road coarse aggregates based on image processing technology,"To quantitatively characterize and evaluate the morphological features of coarse aggregate particles, 2D images of coarse aggregate particles were processed by using Image Pro-Plus software in this paper. Through image enhancement, correction, segmentation, and retrieval, six morphological indicators such as axial coefficient, rectangularity, roundness, roughness, angular parameters, and fractal dimension were obtained. Further statistical analysis of the distribution pattern of each morphological characteristic parameter was carried out in a large sample to provide a basis for the quality control of coarse aggregates processing. What’s more, further statistical analysis of the distribution pattern of each morphological characteristic parameter was carried out in a large sample to provide a basis for the quality control of coarse aggregates processing. The axial coefficient of coarse aggregates of different particle sizes, decreases with increasing particle size. The roundness decreases with increasing particle size, and the fractal dimension decreases with increasing particle size; the axial coefficient and rectangularity can be used to characterize the shape of coarse aggregates without the influence of angles. Roughness and fractal dimension can be used to characterize coarse aggregate angles independent of shape; angular parameters, roughness or angular parameters, and fractal dimension can be chosen when characterizing angles only. This study can provide a fast and efficient quantitative basis for the optimization of the coarse aggregate processing and process control of incoming quality.",Image Processing,quantit evalu morpholog characterist road coars aggreg base imag process technolog,quantit character evalu morpholog featur coars aggreg particl 2d imag coars aggreg particl process use imag proplu softwar paper imag enhanc correct segment retriev six morpholog indic axial coeffici rectangular round rough angular paramet fractal dimens obtain statist analysi distribut pattern morpholog characterist paramet carri larg sampl provid basi qualiti control coars aggreg process what statist analysi distribut pattern morpholog characterist paramet carri larg sampl provid basi qualiti control coars aggreg process axial coeffici coars aggreg differ particl size decreas increas particl size round decreas increas particl size fractal dimens decreas increas particl size axial coeffici rectangular use character shape coars aggreg without influenc angl rough fractal dimens use character coars aggreg angl independ shape angular paramet rough angular paramet fractal dimens chosen character angl studi provid fast effici quantit basi optim coars aggreg process process control incom qualiti
A Redesign Method for Embroidery Pattern Graphics Based on Multiscale Image Processing Technology,"This study aims to explore the basic principles and strategies of embroidery pattern graphic redesign based on multi-scale image processing technology, as well as how to apply this technology to improve the accuracy and complexity of embroidery graphic design. By comprehensively utilizing image information at different scales, this article aims to achieve innovative redesign of traditional embroidery patterns, making them better suited to the needs of modern design. Meanwhile, by utilizing multi-scale image processing techniques in embroidery design, this article aims to promote the integration of traditional handicrafts and modern design. Through innovative redesign methods, this article will seek a balance between tradition and modernity to promote the inheritance and development of traditional handicrafts. This article will first review the relevant literature in the field of embroidery pattern design and summarize and analyze it. Then, it will provide a detailed introduction to the proposed redesign method based on multi-scale image processing technology. Finally, this article will explore the potential applications and future development directions of this method. This study seeks to present a fresh perspective on merging traditional handicrafts with modern design, fostering advancements in embroidery pattern graphic design. It aspires to offer valuable insights for both academic exploration and practical applications in relevant domains.",Image Processing,redesign method embroideri pattern graphic base multiscal imag process technolog,studi aim explor basic principl strategi embroideri pattern graphic redesign base multiscal imag process technolog well appli technolog improv accuraci complex embroideri graphic design comprehens util imag inform differ scale articl aim achiev innov redesign tradit embroideri pattern make better suit need modern design meanwhil util multiscal imag process techniqu embroideri design articl aim promot integr tradit handicraft modern design innov redesign method articl seek balanc tradit modern promot inherit develop tradit handicraft articl first review relev literatur field embroideri pattern design summar analyz provid detail introduct propos redesign method base multiscal imag process technolog final articl explor potenti applic futur develop direct method studi seek present fresh perspect merg tradit handicraft modern design foster advanc embroideri pattern graphic design aspir offer valuabl insight academ explor practic applic relev domain
Image Correction Technology Supporting Power Device Monitoring,"An automatically monitoring method of electrical device is proposed in this paper. Various visualization monitoring systems are built to save maintenance costs and improve operation efficiency. Limited to the working principle of ordinary camera lens, obtained image is easy to produce image deformity and aberration. In order to solve this problem, an image correction method based on phase-only correlation (POC) in power industry is suggested to get the image information of the actual situation of device. Experimental results show that proposed method can effectively save testing cost and achieve a high correction accuracy of device image.",Image Processing,imag correct technolog support power devic monitor,automat monitor method electr devic propos paper variou visual monitor system built save mainten cost improv oper effici limit work principl ordinari camera len obtain imag easi produc imag deform aberr order solv problem imag correct method base phaseonli correl poc power industri suggest get imag inform actual situat devic experiment result show propos method effect save test cost achiev high correct accuraci devic imag
Study of GAN-based image reconstruction for diffractive optical systems,"In previous works, the generative adversarial network (GAN) was successfully used to remove the image-wise color distortion of images captured by diffractive optics. It showed good image quality for a test sample. However, some reconstruction artifacts were produced by GAN for real scene images. In the paper, we study the nature of these artifacts. We show how overexposure and cross-like markers affect the occurrence of artifacts.",Image Processing,studi ganbas imag reconstruct diffract optic system,previou work gener adversari network gan success use remov imagewis color distort imag captur diffract optic show good imag qualiti test sampl howev reconstruct artifact produc gan real scene imag paper studi natur artifact show overexposur crosslik marker affect occurr artifact
Signal Processing for Circular-Track Ringmap SAR Equipped on Multi-rotors UAV,"Due to the limited radius of the arc, traditional ground-based Arc SAR often suffers from poor azimuth resolution. To provide high-resolution wide-swath imaging, a circular-track ringmap SAR equipped on multi-rotors UAV platform is proposed in this paper. In this paper, we put forward “ring-map mode” for the first time to describe a new data collection geometry. We begin with a brief description of the geometry model and discussion of its achievable image resolution. Then, an image formation processing flowchart based on sub-aperture processing strategy is proposed. Finally, simulation data processing verifies the effectiveness of the proposed approach.",Image Processing,signal process circulartrack ringmap sar equip multirotor uav,due limit radiu arc tradit groundbas arc sar often suffer poor azimuth resolut provid highresolut wideswath imag circulartrack ringmap sar equip multirotor uav platform propos paper paper put forward ringmap mode first time describ new data collect geometri begin brief descript geometri model discuss achiev imag resolut imag format process flowchart base subapertur process strategi propos final simul data process verifi effect propos approach
Utilization of Image Processing Strategy to Detect Crack on Walls,"The development of cracks on wall structures has drawn researchers' attention to work on an effective way to detect and resolve it. This paper proposes a method of detecting cracks on wall structure through a series of image processing. The series of image processing included: image conversion from Red, Green, Blue (RGB) model to grayscale; image enhancement; image segmentation; and noise removal. The simulation was run using MATLAB software. The results obtained showed the crack on a wall as well as its length in meters.",Image Processing,util imag process strategi detect crack wall,develop crack wall structur drawn research attent work effect way detect resolv paper propos method detect crack wall structur seri imag process seri imag process includ imag convers red green blue rgb model grayscal imag enhanc imag segment nois remov simul run use matlab softwar result obtain show crack wall well length meter
Research on Fire Detection and Image Information Processing System Based on Image Processing,"In this paper, based on digital image processing technology, a series of preprocessing operations such as graying based on color components, filtering denoising, histogram equalization and so on are carried out to enhance the image effect. Then, the suspicious fire area obtained based on color component difference image is processed by threshold segmentation and edge detection. In the processing of flame image, pattern recognition technology is of great significance to the extraction of flame image. Computer vision theory is the key to fire location. With this scheme, the system can effectively eliminate the interference of distance and light intensity in fire detection, and improve the recognition accuracy.",Image Processing,research fire detect imag inform process system base imag process,paper base digit imag process technolog seri preprocess oper gray base color compon filter denois histogram equal carri enhanc imag effect suspici fire area obtain base color compon differ imag process threshold segment edg detect process flame imag pattern recognit technolog great signific extract flame imag comput vision theori key fire locat scheme system effect elimin interfer distanc light intens fire detect improv recognit accuraci
Design of High-Speed Image Processing System for Weak-Dim Target Based on FPGA,"A high-speed image processing system for weak-dim target is proposed which is implemented with FPGA. In order to achieve the parallel of image acquisition and processing, the capabilities of the CMV4000, such as exposing the next frame during the read-out of the previous one, windowing and 16 data- output channels, are sued. Besides this, the ping-pang memory structure is adopted. This design achieves long exposure time and high image frequency in a imaging system based on large-scale plane array detector. Experimental results show that the exposure time of image sensor is about 20ms and the image frequency is 50Hz. The system can meet high speed detection and tracking requirements for weak-dim targets. Currently, the system has been applied to the actual project.",Image Processing,design highspe imag process system weakdim target base fpga,highspe imag process system weakdim target propos implement fpga order achiev parallel imag acquisit process capabl cmv4000 expos next frame readout previou one window 16 data output channel su besid pingpang memori structur adopt design achiev long exposur time high imag frequenc imag system base largescal plane array detector experiment result show exposur time imag sensor 20m imag frequenc 50hz system meet high speed detect track requir weakdim target current system appli actual project
Predicting CT Image From MRI Data Through Feature Matching With Learned Nonlinear Local Descriptors,"Attenuation correction for positron-emission tomography (PET)/magnetic resonance (MR) hybrid imaging systems and dose planning for MR-based radiation therapy remain challenging due to insufficient high-energy photon attenuation information. We present a novel approach that uses the learned nonlinear local descriptors and feature matching to predict pseudo computed tomography (pCT) images from T1-weighted and T2-weighted magnetic resonance imaging (MRI) data. The nonlinear local descriptors are obtained by projecting the linear descriptors into the nonlinear high-dimensional space using an explicit feature map and low-rank approximation with supervised manifold regularization. The nearest neighbors of each local descriptor in the input MR images are searched in a constrained spatial range of the MR images among the training dataset. Then the pCT patches are estimated through k-nearest neighbor regression. The proposed method for pCT prediction is quantitatively analyzed on a dataset consisting of paired brain MRI and CT images from 13 subjects. Our method generates pCT images with a mean absolute error (MAE) of 75.25 ± 18.05 Hounsfield units, a peak signal-to-noise ratio of 30.87 ± 1.15 dB, a relative MAE of 1.56 ± 0.5% in PET attenuation correction, and a dose relative structure volume difference of 0.055 ± 0.107% in D98%, as compared with true CT. The experimental results also show that our method outperforms four state-of-the-art methods.",Image Processing,predict ct imag mri data featur match learn nonlinear local descriptor,attenu correct positronemiss tomographi petmagnet reson mr hybrid imag system dose plan mrbase radiat therapi remain challeng due insuffici highenergi photon attenu inform present novel approach use learn nonlinear local descriptor featur match predict pseudo comput tomographi pct imag t1weight t2weight magnet reson imag mri data nonlinear local descriptor obtain project linear descriptor nonlinear highdimension space use explicit featur map lowrank approxim supervis manifold regular nearest neighbor local descriptor input mr imag search constrain spatial rang mr imag among train dataset pct patch estim knearest neighbor regress propos method pct predict quantit analyz dataset consist pair brain mri ct imag 13 subject method gener pct imag mean absolut error mae 7525 1805 hounsfield unit peak signaltonois ratio 3087 115 db rel mae 156 05 pet attenu correct dose rel structur volum differ 0055 0107 d98 compar true ct experiment result also show method outperform four stateoftheart method
Research on the application of the computer vision technology in image processing,"With the rapid development of the economy, various new image processing technologies have emerged. The staff uses computer image processing technology to process and design various images. This technology has been widely used in the field of image processing. This paper uses the computer vision plane image processing technology, which processes images through a variety of artistic materials, pictures, and design concepts, and finally realizes the fusion of text content, image content, and design goals. The paper designed and researched a computer vision plane image processing system, which can realize the automatic processing of the whole process of image arrangement, correction, and material integration in the process of image processing. The influence of image processing technology in image processing is of great significance.",Image Processing,research applic comput vision technolog imag process,rapid develop economi variou new imag process technolog emerg staff use comput imag process technolog process design variou imag technolog wide use field imag process paper use comput vision plane imag process technolog process imag varieti artist materi pictur design concept final realiz fusion text content imag content design goal paper design research comput vision plane imag process system realiz automat process whole process imag arrang correct materi integr process imag process influenc imag process technolog imag process great signific
Eggs Separation Process by Image Processing,"The main objective of this research is the process of sorting chicken eggs using image processing techniques. The objective is to measure the size of chicken eggs. To control the separation of chicken eggs in the experiment, the researchers used the Edge Detection technique. The experiment took pictures of chicken eggs of different sizes, and the system was able to separate the eggs correctly.",Image Processing,egg separ process imag process,main object research process sort chicken egg use imag process techniqu object measur size chicken egg control separ chicken egg experi research use edg detect techniqu experi took pictur chicken egg differ size system abl separ egg correctli
