No,Title,Abstract,Author,Link,Category,Unnamed: 6,Unnamed: 7,Author ,Cleaned_Abstract,Cleaned_Title,Text
63,An Index for Determination and Manipulation of Steady State Voltage Stability of Transmission and Distribution Infrastructures,"This paper introduces the concept of static stability limit breakdown margin for circuit elements and demonstrates that it is linked with steady state voltage stability of unbalanced, multiphase T&D systems. It is shown that the proposed index can be effectively utilized to recognize and reinforce the system elements that limit the voltage stability. The reinforcement may come in the form of adding a new line, impedance modification or reactive compensation. Thus by changing stability margin, the voltage stability limits of system buses can be manipulated to increase the net load capability of the buses in events of system contingencies and/or load/generation fluctuations. The proposed concepts are implemented using Graph Trace Analysis (GTA), and demonstrated using standard IEEE Transmission, Distribution, and Integrated Transmission and Distribution models built from standard IEEE models.",Bilal Ahmad Bhatti; Robert Broadwater; Murat Dilek; Ahmad Tbaileh,https://ieeexplore.ieee.org/document/9299938,Distriution System,,,,paper introduc concept static stabil limit breakdown margin circuit element demonstr link steadi state voltag stabil unbalanc multiphas td system shown propos index effect util recogn reinforc system element limit voltag stabil reinforc may come form ad new line imped modif reactiv compens thu chang stabil margin voltag stabil limit system buse manipul increas net load capabl buse event system conting andor loadgener fluctuat propos concept implement use graph trace analysi gta demonstr use standard ieee transmiss distribut integr transmiss distribut model built standard ieee model,index determin manipul steadi state voltag stabil transmiss distribut infrastructur,index determin manipul steadi state voltag stabil transmiss distribut infrastructur paper introduc concept static stabil limit breakdown margin circuit element demonstr link steadi state voltag stabil unbalanc multiphas td system shown propos index effect util recogn reinforc system element limit voltag stabil reinforc may come form ad new line imped modif reactiv compens thu chang stabil margin voltag stabil limit system buse manipul increas net load capabl buse event system conting andor loadgener fluctuat propos concept implement use graph trace analysi gta demonstr use standard ieee transmiss distribut integr transmiss distribut model built standard ieee model
64,Arithmetic Optimization Algorithm for Optimal Installation of DSTATCOM into Distribution System based on Various Voltage Stability Indices,"In this article is proposed a new approach based on an Arithmetic optimization Algorithm (AOA) that can notably envisage with diverse problems for optimal installation (locate and size) of Distribution Static Compensator (DSTATCOM) in Electrical Distribution System (EDS). An approach applied for optimal installation of DSTATCOM units in EDS is used as the new multi-objective functions to minimize the Active Power Loss (APL) and various voltage stability indices. The voltage stability indices applied are the Voltage Stability Index (VSI), the Fast Voltage Stability Index (FVSI), the Line Stability Factor (LPQ), and the Power-Voltage Stability Index (PVSI). The methodology is tested on IEEE 33-, and 69-bus EDSs. The results of the simulation confirm that the optimal installation of DSTATCOM plays a significant role in EDS, where excellently reduced the power losses and enhanced the voltage profiles.",Mohamed Zellagui; Adel Lasmari; Samir Settoul; Claude Ziad El-Bayeh; Rachid Chenni; Nasreddine Belbachir,https://ieeexplore.ieee.org/document/9492572,Distriution System,,,,articl propos new approach base arithmet optim algorithm aoa notabl envisag divers problem optim instal locat size distribut static compens dstatcom electr distribut system ed approach appli optim instal dstatcom unit ed use new multiobject function minim activ power loss apl variou voltag stabil indic voltag stabil indic appli voltag stabil index vsi fast voltag stabil index fvsi line stabil factor lpq powervoltag stabil index pvsi methodolog test ieee 33 69bu edss result simul confirm optim instal dstatcom play signific role ed excel reduc power loss enhanc voltag profil,arithmet optim algorithm optim instal dstatcom distribut system base variou voltag stabil indic,arithmet optim algorithm optim instal dstatcom distribut system base variou voltag stabil indic articl propos new approach base arithmet optim algorithm aoa notabl envisag divers problem optim instal locat size distribut static compens dstatcom electr distribut system ed approach appli optim instal dstatcom unit ed use new multiobject function minim activ power loss apl variou voltag stabil indic voltag stabil indic appli voltag stabil index vsi fast voltag stabil index fvsi line stabil factor lpq powervoltag stabil index pvsi methodolog test ieee 33 69bu edss result simul confirm optim instal dstatcom play signific role ed excel reduc power loss enhanc voltag profil
65,Integration of Small Pumped Storage Hydropower Units in Water Distribution System Operation,"Pumped-storage hydropower (PSH) is a proven energy storage technology that can provide large capacity support to the bulk power system. PSH is also a promising technology to increase energy storage capabilities of water distribution systems (WDSs), because these systems have most components necessary for supporting PSH, including a water supply, conduit, pumps, and water storage capacity. PSH must be sized to the water infrastructure that the energy storage will be integrated with, but generally these PSH applications are significantly smaller than traditional PSH units. This paper develops an optimization framework for integration of small PSH units in WDS operation to minimize operating costs associated with power and water consumption in WDS. The proposed model takes into account the hydraulic constraints of WDS and provides optimal operating strategies from an economic perspective based on available units in WDS (e.g., the hydropower generator, variable speed water pumps, and utilization of water storage capacity). The proposed model is applied to a 16-node test WDS using two cases that differ in terms of PSH design to demonstrate the merits of the proposed model. The results provide insight into improved operations for the test system. They also provide the basis for improving operations of more complex WDS systems, including enabling evaluation of PSH design and integration.",Majid Majidi; Luis Rodriguez-Garcia; Masood Parvania; Thomas M. Mosier,Majid Majidi; Luis Rodriguez-Garcia; Masood Parvania; Thomas M. Mosier,Distriution System,,,,pumpedstorag hydropow psh proven energi storag technolog provid larg capac support bulk power system psh also promis technolog increas energi storag capabl water distribut system wdss system compon necessari support psh includ water suppli conduit pump water storag capac psh must size water infrastructur energi storag integr gener psh applic significantli smaller tradit psh unit paper develop optim framework integr small psh unit wd oper minim oper cost associ power water consumpt wd propos model take account hydraul constraint wd provid optim oper strategi econom perspect base avail unit wd eg hydropow gener variabl speed water pump util water storag capac propos model appli 16node test wd use two case differ term psh design demonstr merit propos model result provid insight improv oper test system also provid basi improv oper complex wd system includ enabl evalu psh design integr,integr small pump storag hydropow unit water distribut system oper,integr small pump storag hydropow unit water distribut system oper pumpedstorag hydropow psh proven energi storag technolog provid larg capac support bulk power system psh also promis technolog increas energi storag capabl water distribut system wdss system compon necessari support psh includ water suppli conduit pump water storag capac psh must size water infrastructur energi storag integr gener psh applic significantli smaller tradit psh unit paper develop optim framework integr small psh unit wd oper minim oper cost associ power water consumpt wd propos model take account hydraul constraint wd provid optim oper strategi econom perspect base avail unit wd eg hydropow gener variabl speed water pump util water storag capac propos model appli 16node test wd use two case differ term psh design demonstr merit propos model result provid insight improv oper test system also provid basi improv oper complex wd system includ enabl evalu psh design integr
66,Distributionally Robust Resilience Enhancement Model for the Power Distribution System Considering the Uncertainty of Natural Disasters,"Natural disasters with high risk and lower occurrence probability have attracted much more concern in recent years. In this paper, we proposed a distributionally robust resilience enhancement model for the distribution power system, in which the uncertainties of natural disasters are also taken into consideration. The ambiguity of the DRRM is constructed based on the branch outage probability, and the nested CCG algorithm is applied to solve the proposed model. The DRRM has been verified in the IEEE 33-bus distribution system. Case studies showed that the proposed model can reach a more effective and economic reinforcement strategy for the power distribution system.",Lin Yi; Li Meng; Wu Wei; Xue Jingwei; Sun Jiawei; Wang Zekai,https://ieeexplore.ieee.org/document/10165500,Distriution System,,,,natur disast high risk lower occurr probabl attract much concern recent year paper propos distribut robust resili enhanc model distribut power system uncertainti natur disast also taken consider ambigu drrm construct base branch outag probabl nest ccg algorithm appli solv propos model drrm verifi ieee 33bu distribut system case studi show propos model reach effect econom reinforc strategi power distribut system,distribut robust resili enhanc model power distribut system consid uncertainti natur disast,distribut robust resili enhanc model power distribut system consid uncertainti natur disast natur disast high risk lower occurr probabl attract much concern recent year paper propos distribut robust resili enhanc model distribut power system uncertainti natur disast also taken consider ambigu drrm construct base branch outag probabl nest ccg algorithm appli solv propos model drrm verifi ieee 33bu distribut system case studi show propos model reach effect econom reinforc strategi power distribut system
67,Spot Trading Scheme for Realizing Self-Balanced Operation in Electrical Power Distribution Networks,"In the background of the development of a low-carbon economy and the increasing complexity of distribution systems, distribution networks have proposed higher demands on the optimization strategy for economic operation. Aiming at the goal of realizing the peak and valley self-balancing of the distribution networks, this paper designs a new scheme of spot trading in the distribution network, and elaborate on the two-way quotation, quotation by time and clearing method of real-time spot trading in this scheme. In this research, the difference of the spot trading between provincial-level and distribution networks was first clarified to clear the mutual relationship and transaction goals of these two markets. Secondly, the objective function and bidding mode of day-ahead trading and real-time trading have been set up reasonably to achieve two-way optimization of the load and the power. What's more, the nodal pricing of distribution networks suitable for clearing in the local market has also been considered. Finally, we proposed a spot trading solution that can achieve the coordinated operation of the distribution networks and the provincial networks, which is committed to achieving the optimal economic operation of generation, consumption, storage and load of the electricity in distribution networks.",Peng Yu; Yupeng Xiao; Chao Gong; Yu Yu,https://ieeexplore.ieee.org/document/9713568,Distriution System,,,,background develop lowcarbon economi increas complex distribut system distribut network propos higher demand optim strategi econom oper aim goal realiz peak valley selfbalanc distribut network paper design new scheme spot trade distribut network elabor twoway quotat quotat time clear method realtim spot trade scheme research differ spot trade provinciallevel distribut network first clarifi clear mutual relationship transact goal two market secondli object function bid mode dayahead trade realtim trade set reason achiev twoway optim load power what nodal price distribut network suitabl clear local market also consid final propos spot trade solut achiev coordin oper distribut network provinci network commit achiev optim econom oper gener consumpt storag load electr distribut network,spot trade scheme realiz selfbalanc oper electr power distribut network,spot trade scheme realiz selfbalanc oper electr power distribut network background develop lowcarbon economi increas complex distribut system distribut network propos higher demand optim strategi econom oper aim goal realiz peak valley selfbalanc distribut network paper design new scheme spot trade distribut network elabor twoway quotat quotat time clear method realtim spot trade scheme research differ spot trade provinciallevel distribut network first clarifi clear mutual relationship transact goal two market secondli object function bid mode dayahead trade realtim trade set reason achiev twoway optim load power what nodal price distribut network suitabl clear local market also consid final propos spot trade solut achiev coordin oper distribut network provinci network commit achiev optim econom oper gener consumpt storag load electr distribut network
68,Research on The Impact of 100% PV Penetration in Power Distribution Systems,"This paper investigates the impact of increased penetration of renewable energy, more specifically, PV systems, in future distribution systems. As it is known, grid-connected PVs at the distribution level serve as promising solutions to the growth in electrical demand and a cleaner, more eco-friendly environment in many countries worldwide. Due to the rise in electrical demand, consumption, and greenhouse gas levels, there is great potential that the total demand would be met by PV systems in some appropriate conditions, hence, operating the power distribution network with a 100% PV penetration scenario. Thus, it is a topic with great interest to most researchers and power system operators to analyze the effects of 100% PV penetration on distribution systems. This paper is focused on steady-state analysis and harmonics at full load conditions with 100% PV penetration. The simulation results of this paper have demonstrated the level of suitability of 100% PV penetration on distribution systems. The results of this paper are concerned with the effects of 100% PV penetration on the voltage level, the losses, the reverse power flow, and the harmonics level in the system. Although it is a target to increase the share of PVs in future scenarios, the analysis results show that it is worthwhile to consider the negative impacts associated with it. These negative impacts might include the violation of voltage limits, reverse power flow into the system, and harmonic order levels, especially at low load conditions. The simulations are performed in DIgSILENT Power Factory, where a modified version of the IEEE 13- node test system is used to demonstrate the findings of this paper.",Rafat Aljarrah; Jumana Abu-Hamad; Murad Al-Omary; Qusay Salem,https://ieeexplore.ieee.org/document/10050466,Distriution System,,,,paper investig impact increas penetr renew energi specif pv system futur distribut system known gridconnect pv distribut level serv promis solut growth electr demand cleaner ecofriendli environ mani countri worldwid due rise electr demand consumpt greenhous ga level great potenti total demand would met pv system appropri condit henc oper power distribut network 100 pv penetr scenario thu topic great interest research power system oper analyz effect 100 pv penetr distribut system paper focus steadyst analysi harmon full load condit 100 pv penetr simul result paper demonstr level suitabl 100 pv penetr distribut system result paper concern effect 100 pv penetr voltag level loss revers power flow harmon level system although target increas share pv futur scenario analysi result show worthwhil consid neg impact associ neg impact might includ violat voltag limit revers power flow system harmon order level especi low load condit simul perform digsil power factori modifi version ieee 13 node test system use demonstr find paper,research impact 100 pv penetr power distribut system,research impact 100 pv penetr power distribut system paper investig impact increas penetr renew energi specif pv system futur distribut system known gridconnect pv distribut level serv promis solut growth electr demand cleaner ecofriendli environ mani countri worldwid due rise electr demand consumpt greenhous ga level great potenti total demand would met pv system appropri condit henc oper power distribut network 100 pv penetr scenario thu topic great interest research power system oper analyz effect 100 pv penetr distribut system paper focus steadyst analysi harmon full load condit 100 pv penetr simul result paper demonstr level suitabl 100 pv penetr distribut system result paper concern effect 100 pv penetr voltag level loss revers power flow harmon level system although target increas share pv futur scenario analysi result show worthwhil consid neg impact associ neg impact might includ violat voltag limit revers power flow system harmon order level especi low load condit simul perform digsil power factori modifi version ieee 13 node test system use demonstr find paper
69,Impact of Active Distribution Network on Contingency Analysis of Transmission System,"Conventionally, the power system security is ensured through transmission system (TS) contingency analysis. The distribution system (DS) is considered as a fixed aggregated load at the point of connection bus where the quantum of load indicates the power demand of DS from the grid. However, this demand is no longer fixed with the proliferation of renewable energy based distributed generation (DG). The temporal variations associated with the power output of DGs eventually produces uncertainty in the power drawn by a DS from the grid. Thus, any component outage which is not severe may become critical under the instance of sudden increase in load (power demand by DS) and alters the result of contingency analysis (CA). Hence, to prevent missing out alarm signals during such events, the system operators need to communicate with each other for performing security analysis. In this paper, a transmission contingency analysis method has been proposed that considers the impact of active distribution network with exchange of limited data at the point of connection bus between the system operators. To shorten the computation time, criteria for selecting the sensitive load buses is also proposed. Numerical simulations are performed on various test systems to show the impact of uncertainty of renewable energy (RE) based DGs on transmission line flows and bus voltages that can alter the list of critical contingencies.",Megha Gupta; A.R. Abhyankar,https://ieeexplore.ieee.org/document/9000317,Distriution System,,,,convent power system secur ensur transmiss system ts conting analysi distribut system ds consid fix aggreg load point connect bu quantum load indic power demand ds grid howev demand longer fix prolifer renew energi base distribut gener dg tempor variat associ power output dg eventu produc uncertainti power drawn ds grid thu compon outag sever may becom critic instanc sudden increas load power demand ds alter result conting analysi ca henc prevent miss alarm signal event system oper need commun perform secur analysi paper transmiss conting analysi method propos consid impact activ distribut network exchang limit data point connect bu system oper shorten comput time criteria select sensit load buse also propos numer simul perform variou test system show impact uncertainti renew energi base dg transmiss line flow bu voltag alter list critic conting,impact activ distribut network conting analysi transmiss system,impact activ distribut network conting analysi transmiss system convent power system secur ensur transmiss system ts conting analysi distribut system ds consid fix aggreg load point connect bu quantum load indic power demand ds grid howev demand longer fix prolifer renew energi base distribut gener dg tempor variat associ power output dg eventu produc uncertainti power drawn ds grid thu compon outag sever may becom critic instanc sudden increas load power demand ds alter result conting analysi ca henc prevent miss alarm signal event system oper need commun perform secur analysi paper transmiss conting analysi method propos consid impact activ distribut network exchang limit data point connect bu system oper shorten comput time criteria select sensit load buse also propos numer simul perform variou test system show impact uncertainti renew energi base dg transmiss line flow bu voltag alter list critic conting
70,Distribution System Reliability Evaluation in Presence of DG,"In modern distribution power systems Distributed Generation (DG) is performing a major role in supplying energy to the distribution system loads. Reliability indices of distribution system with DG is a key parameter used to evaluate the advantages of adding such DG to the distribution system. Distribution system reliability is calculated by using two main techniques analytical and simulative. In this paper, the effect of connecting Photovoltaic (PV) source and energy storage element to the distribution system on its reliability performance will be analyzed. Markov modelling is used to generate a realistic multi state model for PV and battery, the output failure and repair rates results from the modeling are then used in the reliability evaluation of distribution system. The overall system reliability is carried out using NEPLAN software package. Roy Billinton bus 2 Test System is used to evaluate reliability and cost indices for different case studies. The simulation results show that PV plus energy storage integration will improve the reliability indices of the original distribution system in condition of optimum sizing and siting of the PV plus energy storage systems.",A.T. Mohamed; A. A. Helal; S.M. El Safty,https://ieeexplore.ieee.org/document/8783657,Distriution System,,,,modern distribut power system distribut gener dg perform major role suppli energi distribut system load reliabl indic distribut system dg key paramet use evalu advantag ad dg distribut system distribut system reliabl calcul use two main techniqu analyt simul paper effect connect photovolta pv sourc energi storag element distribut system reliabl perform analyz markov model use gener realist multi state model pv batteri output failur repair rate result model use reliabl evalu distribut system overal system reliabl carri use neplan softwar packag roy billinton bu 2 test system use evalu reliabl cost indic differ case studi simul result show pv plu energi storag integr improv reliabl indic origin distribut system condit optimum size site pv plu energi storag system,distribut system reliabl evalu presenc dg,distribut system reliabl evalu presenc dg modern distribut power system distribut gener dg perform major role suppli energi distribut system load reliabl indic distribut system dg key paramet use evalu advantag ad dg distribut system distribut system reliabl calcul use two main techniqu analyt simul paper effect connect photovolta pv sourc energi storag element distribut system reliabl perform analyz markov model use gener realist multi state model pv batteri output failur repair rate result model use reliabl evalu distribut system overal system reliabl carri use neplan softwar packag roy billinton bu 2 test system use evalu reliabl cost indic differ case studi simul result show pv plu energi storag integr improv reliabl indic origin distribut system condit optimum size site pv plu energi storag system
71,Evaluation of distribution network planning considering scalability and adaptability,"With economy development and population increasing, it is significant to restruct and expand distribution network to follow electricity demand. In order to reduce investment costs and increase efficiency, it is necessary to scientifically and reasonably evaluate planning schemes and construct distribution network. In this paper, an evaluation system is established to evaluate comprehensively for distribution network planning. It not only includes reliability and economy, but also scalability and adaptability to adapt future development. Due to high penetration of distributed energy access, it makes a great influence to distribution network. As for uncertainties, it takes advantage of fuzzy membership function to describe working state of wind turbine, photovoltaic and electric vehicle. Based on mean and variance, Monte Carlo method can simulate the data of wind speed, light intensity and electric vehicle. To avoid subjective interference, it objectively evaluate distribution network planning based on topsis with anti-entropy method. In this way, planning schemes are ranked and the best scheme is selected for construction of distribution network. Last, some prospects are made for future development of scalability and adaptability.",Zhijie Luo; Yutian Liu; Chunyi Wang,https://ieeexplore.ieee.org/document/9556757,Distriution System,,,,economi develop popul increas signific restruct expand distribut network follow electr demand order reduc invest cost increas effici necessari scientif reason evalu plan scheme construct distribut network paper evalu system establish evalu comprehens distribut network plan includ reliabl economi also scalabl adapt adapt futur develop due high penetr distribut energi access make great influenc distribut network uncertainti take advantag fuzzi membership function describ work state wind turbin photovolta electr vehicl base mean varianc mont carlo method simul data wind speed light intens electr vehicl avoid subject interfer object evalu distribut network plan base topsi antientropi method way plan scheme rank best scheme select construct distribut network last prospect made futur develop scalabl adapt,evalu distribut network plan consid scalabl adapt,evalu distribut network plan consid scalabl adapt economi develop popul increas signific restruct expand distribut network follow electr demand order reduc invest cost increas effici necessari scientif reason evalu plan scheme construct distribut network paper evalu system establish evalu comprehens distribut network plan includ reliabl economi also scalabl adapt adapt futur develop due high penetr distribut energi access make great influenc distribut network uncertainti take advantag fuzzi membership function describ work state wind turbin photovolta electr vehicl base mean varianc mont carlo method simul data wind speed light intens electr vehicl avoid subject interfer object evalu distribut network plan base topsi antientropi method way plan scheme rank best scheme select construct distribut network last prospect made futur develop scalabl adapt
72,Effects of Load Models and Load Growth in Distribution System in Presence of Distributed Generator,"The power distribution systems always need special attention for its planning and control. The distribution systems must be persistently adjustable to increasing load demand with satisfying the voltage range and without defying highest current conveying potential of the conductors. Properly planned distribution systems can lower capital investment, subtract system power losses and to provide improved quality of powers to consumers. This paper reviewed the works done by researchers previously on the effects of load models and load growth on system power loss and voltage profile. An IEEE 13-bus radial electrical distribution test network is considered and simulated. Then, a study is carried out for the impact of DG in distribution system planning such as line loading with load growth, system power loss, voltage profile, need of new substation or up-gradation of existing substation and investment on transmission and distribution lines expansion.",Pritish Kumar Mohanty; Deepak Kumar Lal,https://ieeexplore.ieee.org/document/9358482,Distriution System,,,,power distribut system alway need special attent plan control distribut system must persist adjust increas load demand satisfi voltag rang without defi highest current convey potenti conductor properli plan distribut system lower capit invest subtract system power loss provid improv qualiti power consum paper review work done research previous effect load model load growth system power loss voltag profil ieee 13bu radial electr distribut test network consid simul studi carri impact dg distribut system plan line load load growth system power loss voltag profil need new substat upgrad exist substat invest transmiss distribut line expans,effect load model load growth distribut system presenc distribut gener,effect load model load growth distribut system presenc distribut gener power distribut system alway need special attent plan control distribut system must persist adjust increas load demand satisfi voltag rang without defi highest current convey potenti conductor properli plan distribut system lower capit invest subtract system power loss provid improv qualiti power consum paper review work done research previous effect load model load growth system power loss voltag profil ieee 13bu radial electr distribut test network consid simul studi carri impact dg distribut system plan line load load growth system power loss voltag profil need new substat upgrad exist substat invest transmiss distribut line expans
73,A Comparison of a Recloser Performance in a Passive and Active Distribution System,"A recloser is a protection device used to mitigate long power interruptions during transient faults in passive distribution systems. Passive distribution systems are becoming active because of the integration of distributed generation. This generation introduces a reverse power flow and consequently a reverse fault current. The pick-up and operation time of the recloser can be affected because of the change in the fault current level. It is essential to study and compare the recloser's pick-up activity and operation time before setting the recloser in an active distribution system. This study, therefore, develops a virtual single-shot reclosing scheme and its performance tested in a passive and active distribution system. Matlab/SimulinkiSimscape power systems environment is used to simulate cases. Simulations are conducted for four case studies to identify issues in the performance of the recloser when there is distributed generation. The results show that the fault contribution of the distributed generation causes false tripping, protection blinding, and recloser-fuse misco-ordination.",Siyabonga Brian Gumede; Akshay Kumar Saha,https://ieeexplore.ieee.org/document/9590845/,Distriution System,,,,reclos protect devic use mitig long power interrupt transient fault passiv distribut system passiv distribut system becom activ integr distribut gener gener introduc revers power flow consequ revers fault current pickup oper time reclos affect chang fault current level essenti studi compar reclos pickup activ oper time set reclos activ distribut system studi therefor develop virtual singleshot reclos scheme perform test passiv activ distribut system matlabsimulinkisimscap power system environ use simul case simul conduct four case studi identifi issu perform reclos distribut gener result show fault contribut distribut gener caus fals trip protect blind recloserfus miscoordin,comparison reclos perform passiv activ distribut system,comparison reclos perform passiv activ distribut system reclos protect devic use mitig long power interrupt transient fault passiv distribut system passiv distribut system becom activ integr distribut gener gener introduc revers power flow consequ revers fault current pickup oper time reclos affect chang fault current level essenti studi compar reclos pickup activ oper time set reclos activ distribut system studi therefor develop virtual singleshot reclos scheme perform test passiv activ distribut system matlabsimulinkisimscap power system environ use simul case simul conduct four case studi identifi issu perform reclos distribut gener result show fault contribut distribut gener caus fals trip protect blind recloserfus miscoordin
74,Two-Level Optimisation and Control Strategy for Unbalanced Active Distribution Systems Management,"This article proposes a new approach to the operation of unbalanced Active Distribution Systems (ADS) using an economic dispatch optimisation model for Active Distribution Systems Management (ADSM). The model proposes a two-level control strategy. The first one poses an optimisation problem with the objective of minimising total active power losses in the ADS and the second one proposes an algorithm that controls the position of the taps of three-phase on-load tap-changer (OLTC) transformers to ensure compliance with the technical constraints imposed by the Distribution System Operator (DSO). The optimisation problem is solved by MATLAB R and DIgSILENT PowerFactory R for power systems static simulations. This paper includes a novel peer to peer communication framework between MATLAB R /DIgSILENT R . The control and optimisation strategy is validated on the IEEE 34-Node Distribution Test Feeder. This network incorporates balanced and unbalanced three-phase loads, single-phase loads in the different phases, and two-phase loads. In this scientific paper, photovoltaic (PV) and wind power generation (WT) have been integrated to test feeder operation, with the support of battery energy storage systems (BESS). The correct operation of the proposed ADSM is demonstrated using numerical simulation on five scenarios considering several configurations of the renewable generation units and the batteries. The strategy has also been validated in a more extensive distribution network, proving its good performance.",Lázaro Alvarado-Barrios; César Álvarez-Arroyo; Juan Manuel Escaño; Francisco M. Gonzalez-Longatt; Jose Luis Martinez-Ramos,https://ieeexplore.ieee.org/document/9241848,Distriution System,,,,articl propos new approach oper unbalanc activ distribut system ad use econom dispatch optimis model activ distribut system manag adsm model propos twolevel control strategi first one pose optimis problem object minimis total activ power loss ad second one propos algorithm control posit tap threephas onload tapchang oltc transform ensur complianc technic constraint impos distribut system oper dso optimis problem solv matlab r digsil powerfactori r power system static simul paper includ novel peer peer commun framework matlab r digsil r control optimis strategi valid ieee 34node distribut test feeder network incorpor balanc unbalanc threephas load singlephas load differ phase twophas load scientif paper photovolta pv wind power gener wt integr test feeder oper support batteri energi storag system bess correct oper propos adsm demonstr use numer simul five scenario consid sever configur renew gener unit batteri strategi also valid extens distribut network prove good perform,twolevel optimis control strategi unbalanc activ distribut system manag,twolevel optimis control strategi unbalanc activ distribut system manag articl propos new approach oper unbalanc activ distribut system ad use econom dispatch optimis model activ distribut system manag adsm model propos twolevel control strategi first one pose optimis problem object minimis total activ power loss ad second one propos algorithm control posit tap threephas onload tapchang oltc transform ensur complianc technic constraint impos distribut system oper dso optimis problem solv matlab r digsil powerfactori r power system static simul paper includ novel peer peer commun framework matlab r digsil r control optimis strategi valid ieee 34node distribut test feeder network incorpor balanc unbalanc threephas load singlephas load differ phase twophas load scientif paper photovolta pv wind power gener wt integr test feeder oper support batteri energi storag system bess correct oper propos adsm demonstr use numer simul five scenario consid sever configur renew gener unit batteri strategi also valid extens distribut network prove good perform
75,Feature-based High Impedance Fault Detection in the Distribution System Using Hilbert and Fourier Transforms,"This paper presents a new technique based on the combination of Hilbert and Fourier transforms for addressing the problem of high impedance faults (HIFs) detection in electrical distribution systems. HIFs are not efficiently detected by conventional protection systems because of their low current magnitudes. The proposed HIF detection method is as follows: First, perform the Hilbert transform on each phase current to obtain the instantaneous phase signal. Second, apply the Fourier transform to obtain the spectrum of these instantaneous phase signals and the instantaneous phase of synthetic pure sinusoidal signal to calculate the error spectrum. HIF index is calculated as sum of the error spectrum. Finally, HIF is detected using change point detection (CPD) technique on the HIF index. A large number of simulations in the PSCAD/EMTDC software on the IEEE 123-node test feeder and field data tests on different HIFs and non-HIFs cases show that the method has high detection and low false positive rates.",Mohammad Razeghi-Jahromi; Moein Choobineh,https://ieeexplore.ieee.org/document/10556186,Distriution System,,,,paper present new techniqu base combin hilbert fourier transform address problem high imped fault hif detect electr distribut system hif effici detect convent protect system low current magnitud propos hif detect method follow first perform hilbert transform phase current obtain instantan phase signal second appli fourier transform obtain spectrum instantan phase signal instantan phase synthet pure sinusoid signal calcul error spectrum hif index calcul sum error spectrum final hif detect use chang point detect cpd techniqu hif index larg number simul pscademtdc softwar ieee 123node test feeder field data test differ hif nonhif case show method high detect low fals posit rate,featurebas high imped fault detect distribut system use hilbert fourier transform,featurebas high imped fault detect distribut system use hilbert fourier transform paper present new techniqu base combin hilbert fourier transform address problem high imped fault hif detect electr distribut system hif effici detect convent protect system low current magnitud propos hif detect method follow first perform hilbert transform phase current obtain instantan phase signal second appli fourier transform obtain spectrum instantan phase signal instantan phase synthet pure sinusoid signal calcul error spectrum hif index calcul sum error spectrum final hif detect use chang point detect cpd techniqu hif index larg number simul pscademtdc softwar ieee 123node test feeder field data test differ hif nonhif case show method high detect low fals posit rate
76,Multi-objective Optimal Configuration Scheme of Energy Storage in Wind-Photovoltaic-Energy Storage Hybrid Distribution Network System,"Energy storage system (ESS) can solve the problems of nodal voltage fluctuation and increase power loss in distribution network caused by high penetration of renewable energy. This paper takes the nodal voltage fluctuation and comprehensive multi-cost of ESS as the composite optimization objective, and combines multiple constraints to establish an energy storage configuration optimization model of the wind-solar-energy storage hybrid distribution network. Based on the optimization model, an improved multi-objective particle swarm optimizer (IMOPSO) is introduced to solve the problem. IMOPSO avoids the particle swarm from falling into the local optimal solution while considering the convergence speed and accuracy. Finally, through analysis of the IEEE-33 node distribution network system, the rationality of the proposed ESS configuration optimization model and the IMOPSO are verified, which can effectively reduce the nodal voltage fluctuation and power loss of the distribution network, and improve the system economy at the same time.",Jingda Gu; Baotong Song; Ning Su; Xiaohui Bai; Wei Li; Rui Zhao,https://ieeexplore.ieee.org/document/10082293,Distriution System,,,,energi storag system ess solv problem nodal voltag fluctuat increas power loss distribut network caus high penetr renew energi paper take nodal voltag fluctuat comprehens multicost ess composit optim object combin multipl constraint establish energi storag configur optim model windsolarenergi storag hybrid distribut network base optim model improv multiobject particl swarm optim imopso introduc solv problem imopso avoid particl swarm fall local optim solut consid converg speed accuraci final analysi ieee33 node distribut network system ration propos ess configur optim model imopso verifi effect reduc nodal voltag fluctuat power loss distribut network improv system economi time,multiobject optim configur scheme energi storag windphotovoltaicenergi storag hybrid distribut network system,multiobject optim configur scheme energi storag windphotovoltaicenergi storag hybrid distribut network system energi storag system ess solv problem nodal voltag fluctuat increas power loss distribut network caus high penetr renew energi paper take nodal voltag fluctuat comprehens multicost ess composit optim object combin multipl constraint establish energi storag configur optim model windsolarenergi storag hybrid distribut network base optim model improv multiobject particl swarm optim imopso introduc solv problem imopso avoid particl swarm fall local optim solut consid converg speed accuraci final analysi ieee33 node distribut network system ration propos ess configur optim model imopso verifi effect reduc nodal voltag fluctuat power loss distribut network improv system economi time
